tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1, tm band 2, tm band 3, tm band 4, tm band 5, tm band 6, tm band 7, tm band 8
tmfreqs:, 27, 0.5, 0.02, 0, 0.566157, 0.266195, 0.454838
tmfreqs:, 28, 0.5, 0.04, 0, 0.555698, 0.265896, 0.455768
tmfreqs:, 29, 0.5, 0.06, 0, 0.546016, 0.26542, 0.457279
tmfreqs:, 30, 0.5, 0.08, 0, 0.537153, 0.264802, 0.459314
tmfreqs:, 31, 0.5, 0.1, 0, 0.52915, 0.264083, 0.461793
tmfreqs:, 32, 0.5, 0.12, 0, 0.522047, 0.26331, 0.464611
tmfreqs:, 33, 0.5, 0.14, 0, 0.515881, 0.262533, 0.46764
tmfreqs:, 34, 0.5, 0.16, 0, 0.510686, 0.2618, 0.470718
tmfreqs:, 35, 0.5, 0.18, 0, 0.506491, 0.261156, 0.473649
tmfreqs:, 36, 0.5, 0.2, 0, 0.503322, 0.260638, 0.476196
tmfreqs:, 37, 0.5, 0.22, 0, 0.501199, 0.260276, 0.478096
tmfreqs:, 38, 0.5, 0.24, 0, 0.500133, 0.260091, 0.479104
tmfreqs:, 39, 0.5, 0.26, 0, 0.500133, 0.260092, 0.479065
tmfreqs:, 40, 0.5, 0.28, 0, 0.501199, 0.26028, 0.477985
tmfreqs:, 41, 0.5, 0.3, 0, 0.503322, 0.260645, 0.476023
tmfreqs:, 42, 0.5, 0.32, 0, 0.506491, 0.261166, 0.473428
tmfreqs:, 43, 0.5, 0.34, 0, 0.510686, 0.261813, 0.470461
tmfreqs:, 44, 0.5, 0.36, 0, 0.515881, 0.262548, 0.467357
tmfreqs:, 45, 0.5, 0.38, 0, 0.522047, 0.263327, 0.464309
tmfreqs:, 46, 0.5, 0.4, 0, 0.52915, 0.264103, 0.461476
tmfreqs:, 47, 0.5, 0.42, 0, 0.537153, 0.264824, 0.458987
tmfreqs:, 48, 0.5, 0.44, 0, 0.546016, 0.265444, 0.456945
tmfreqs:, 49, 0.5, 0.46, 0, 0.555698, 0.265921, 0.455428
tmfreqs:, 50, 0.5, 0.48, 0, 0.566157, 0.266221, 0.454495
tmfreqs:, 51, 0.5, 0.5, 0, 0.57735, 0.266323, 0.454181
tmfreqs:, 52, 0.48, 0.48, 0, 0.554256, 0.265555, 0.454627
tmfreqs:, 53, 0.46, 0.46, 0, 0.531162, 0.263272, 0.455947
tmfreqs:, 54, 0.44, 0.44, 0, 0.508068, 0.259541, 0.458082
tmfreqs:, 55, 0.42, 0.42, 0, 0.484974, 0.254462, 0.460948
tmfreqs:, 56, 0.4, 0.4, 0, 0.46188, 0.248153, 0.464447
tmfreqs:, 57, 0.38, 0.38, 0, 0.438786, 0.24074, 0.468479
tmfreqs:, 58, 0.36, 0.36, 0, 0.415692, 0.232344, 0.472948
tmfreqs:, 59, 0.34, 0.34, 0, 0.392598, 0.22308, 0.477773
tmfreqs:, 60, 0.32, 0.32, 0, 0.369504, 0.213053, 0.482884
tmfreqs:, 61, 0.3, 0.3, 0, 0.34641, 0.202354, 0.488225
tmfreqs:, 62, 0.28, 0.28, 0, 0.323316, 0.191064, 0.493754
tmfreqs:, 63, 0.26, 0.26, 0, 0.300222, 0.179255, 0.499435
tmfreqs:, 64, 0.24, 0.24, 0, 0.277128, 0.166989, 0.505244
tmfreqs:, 65, 0.22, 0.22, 0, 0.254034, 0.154323, 0.511162
tmfreqs:, 66, 0.2, 0.2, 0, 0.23094, 0.141304, 0.517174
tmfreqs:, 67, 0.18, 0.18, 0, 0.207846, 0.127979, 0.523269
tmfreqs:, 68, 0.16, 0.16, 0, 0.184752, 0.114387, 0.529437
tmfreqs:, 69, 0.14, 0.14, 0, 0.161658, 0.100565, 0.535667
tmfreqs:, 70, 0.12, 0.12, 0, 0.138564, 0.0865471, 0.541945
tmfreqs:, 71, 0.1, 0.1, 0, 0.11547, 0.0723653, 0.548249
tmfreqs:, 72, 0.08, 0.08, 0, 0.092376, 0.0580495, 0.554536
tmfreqs:, 73, 0.06, 0.06, 0, 0.069282, 0.0436281, 0.560717
tmfreqs:, 74, 0.04, 0.04, 0, 0.046188, 0.0291284, 0.566574
tmfreqs:, 75, 0.02, 0.02, 0, 0.023094, 0.0145771, 0.57147
tmfreqs:, 76, 0, 0, 0, 0, 0, 0.573653
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1, tm band 2
tmfreqs:, 1, 0, 0, 0, 0, 0, 0.595606
tmfreqs:, 2, 0.02, 0, 0, 0.023094, 0.0163227, 0.595171
tmfreqs:, 3, 0.04, 0, 0, 0.046188, 0.0326191, 0.593897
tmfreqs:, 4, 0.06, 0, 0, 0.069282, 0.0488623, 0.591863
tmfreqs:, 5, 0.08, 0, 0, 0.092376, 0.0650248, 0.589181
tmfreqs:, 6, 0.1, 0, 0, 0.11547, 0.0810781, 0.585969
tmfreqs:, 7, 0.12, 0, 0, 0.138564, 0.096992, 0.58234
tmfreqs:, 8, 0.14, 0, 0, 0.161658, 0.112734, 0.578388
tmfreqs:, 9, 0.16, 0, 0, 0.184752, 0.12827, 0.574194
tmfreqs:, 10, 0.18, 0, 0, 0.207846, 0.143562, 0.569821
tmfreqs:, 11, 0.2, 0, 0, 0.23094, 0.158569, 0.565321
tmfreqs:, 12, 0.22, 0, 0, 0.254034, 0.173244, 0.560736
tmfreqs:, 13, 0.24, 0, 0, 0.277128, 0.187536, 0.556101
tmfreqs:, 14, 0.26, 0, 0, 0.300222, 0.201387, 0.55145
tmfreqs:, 15, 0.28, 0, 0, 0.323316, 0.214732, 0.546815
tmfreqs:, 16, 0.3, 0, 0, 0.34641, 0.227497, 0.542232
tmfreqs:, 17, 0.32, 0, 0, 0.369504, 0.239598, 0.53774
tmfreqs:, 18, 0.34, 0, 0, 0.392598, 0.250938, 0.533388
tmfreqs:, 19, 0.36, 0, 0, 0.415692, 0.26141, 0.529235
tmfreqs:, 20, 0.38, 0, 0, 0.438786, 0.270896, 0.52535
tmfreqs:, 21, 0.4, 0, 0, 0.46188, 0.279263, 0.521818
tmfreqs:, 22, 0.42, 0, 0, 0.484974, 0.286374, 0.51873
tmfreqs:, 23, 0.44, 0, 0, 0.508068, 0.292091, 0.516188
tmfreqs:, 24, 0.46, 0, 0, 0.531162, 0.296284, 0.514286
tmfreqs:, 25, 0.48, 0, 0, 0.554256, 0.298847, 0.513108
tmfreqs:, 26, 0.5, 0, 0, 0.57735, 0.29971, 0.512708
tmfreqs:, 27, 0.5, 0.02, 0, 0.566157, 0.299593, 0.51307
tmfreqs:, 28, 0.5, 0.04, 0, 0.555698, 0.299251, 0.51414
tmfreqs:, 29, 0.5, 0.06, 0, 0.546016, 0.298707, 0.515877
tmfreqs:, 30, 0.5, 0.08, 0, 0.537153, 0.298, 0.518212
tmfreqs:, 31, 0.5, 0.1, 0, 0.52915, 0.297177, 0.521048
tmfreqs:, 32, 0.5, 0.12, 0, 0.522047, 0.296294, 0.524259
tmfreqs:, 33, 0.5, 0.14, 0, 0.515881, 0.295406, 0.52769
tmfreqs:, 34, 0.5, 0.16, 0, 0.510686, 0.294569, 0.53115
tmfreqs:, 35, 0.5, 0.18, 0, 0.506491, 0.293833, 0.534414
tmfreqs:, 36, 0.5, 0.2, 0, 0.503322, 0.293242, 0.537218
tmfreqs:, 37, 0.5, 0.22, 0, 0.501199, 0.292828, 0.539288
tmfreqs:, 38, 0.5, 0.24, 0, 0.500133, 0.292616, 0.540379
tmfreqs:, 39, 0.5, 0.26, 0, 0.500133, 0.292618, 0.540344
tmfreqs:, 40, 0.5, 0.28, 0, 0.501199, 0.292832, 0.539188
tmfreqs:, 41, 0.5, 0.3, 0, 0.503322, 0.293248, 0.537061
tmfreqs:, 42, 0.5, 0.32, 0, 0.506491, 0.293843, 0.53421
tmfreqs:, 43, 0.5, 0.34, 0, 0.510686, 0.294581, 0.53091
tmfreqs:, 44, 0.5, 0.36, 0, 0.515881, 0.295421, 0.527421
tmfreqs:, 45, 0.5, 0.38, 0, 0.522047, 0.296311, 0.52397
tmfreqs:, 46, 0.5, 0.4, 0, 0.52915, 0.297197, 0.520743
tmfreqs:, 47, 0.5, 0.42, 0, 0.537153, 0.298022, 0.517897
tmfreqs:, 48, 0.5, 0.44, 0, 0.546016, 0.29873, 0.515554
tmfreqs:, 49, 0.5, 0.46, 0, 0.555698, 0.299276, 0.513811
tmfreqs:, 50, 0.5, 0.48, 0, 0.566157, 0.299619, 0.512737
tmfreqs:, 51, 0.5, 0.5, 0, 0.57735, 0.299736, 0.512375
tmfreqs:, 52, 0.48, 0.48, 0, 0.554256, 0.298873, 0.512775
tmfreqs:, 53, 0.46, 0.46, 0, 0.531162, 0.296308, 0.513958
tmfreqs:, 54, 0.44, 0.44, 0, 0.508068, 0.292112, 0.515866
tmfreqs:, 55, 0.42, 0.42, 0, 0.484974, 0.286393, 0.518417
tmfreqs:, 56, 0.4, 0.4, 0, 0.46188, 0.279279, 0.521514
tmfreqs:, 57, 0.38, 0.38, 0, 0.438786, 0.270909, 0.525058
tmfreqs:, 58, 0.36, 0.36, 0, 0.415692, 0.261421, 0.528954
tmfreqs:, 59, 0.34, 0.34, 0, 0.392598, 0.250946, 0.533121
tmfreqs:, 60, 0.32, 0.32, 0, 0.369504, 0.239604, 0.537486
tmfreqs:, 61, 0.3, 0.3, 0, 0.34641, 0.227502, 0.541992
tmfreqs:, 62, 0.28, 0.28, 0, 0.323316, 0.214736, 0.54659
tmfreqs:, 63, 0.26, 0.26, 0, 0.300222, 0.20139, 0.55124
tmfreqs:, 64, 0.24, 0.24, 0, 0.277128, 0.187538, 0.555907
tmfreqs:, 65, 0.22, 0.22, 0, 0.254034, 0.173245, 0.560559
tmfreqs:, 66, 0.2, 0.2, 0, 0.23094, 0.15857, 0.565161
tmfreqs:, 67, 0.18, 0.18, 0, 0.207846, 0.143563, 0.56968
tmfreqs:, 68, 0.16, 0.16, 0, 0.184752, 0.128271, 0.574071
tmfreqs:, 69, 0.14, 0.14, 0, 0.161658, 0.112734, 0.578285
tmfreqs:, 70, 0.12, 0.12, 0, 0.138564, 0.096992, 0.582256
tmfreqs:, 71, 0.1, 0.1, 0, 0.11547, 0.0810781, 0.585906
tmfreqs:, 72, 0.08, 0.08, 0, 0.092376, 0.0650248, 0.589136
tmfreqs:, 73, 0.06, 0.06, 0, 0.069282, 0.0488623, 0.591836
tmfreqs:, 74, 0.04, 0.04, 0, 0.046188, 0.0326191, 0.593884
tmfreqs:, 75, 0.02, 0.02, 0, 0.023094, 0.0163227, 0.595168
tmfreqs:, 76, 0, 0, 0, 0, 0, 0.595606
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1, tm band 2, tm band 3, tm band 4, tm band 5, tm band 6, tm band 7, tm band 8, tm band 9, tm band 10, tm band 11, tm band 12, tm band 13, tm band 14, tm band 15, tm band 16, tm band 17, tm band 18, tm band 19, tm band 20, tm band 21, tm band 22, tm band 23, tm band 24, tm band 25, tm band 26, tm band 27, tm band 28, tm band 29, tm band 30, tm band 31, tm band 32, tm band 33, tm band 34, tm band 35, tm band 36, tm band 37, tm band 38, tm band 39, tm band 40, tm band 41, tm band 42, tm band 43, tm band 44, tm band 45, tm band 46, tm band 47, tm band 48, tm band 49, tm band 50
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.0904454, 0.0904609, 0.0904609, 0.0944816, 0.190067, 0.190067, 0.190067, 0.190068, 0.19007, 0.190245, 0.190245, 0.203237, 0.237196, 0.237298, 0.237298, 0.240872, 0.246066, 0.246066, 0.246066, 0.257408, 0.267453, 0.26748, 0.26748, 0.279812, 0.3773, 0.423294, 0.423305, 0.426098, 0.426099, 0.460419, 0.460406, 0.460407, 0.460411, 0.460426, 0.46271, 0.462711, 0.465484, 0.465538, 0.469456, 0.469457, 0.469855, 0.474575, 0.480164, 0.480164, 0.490505, 0.499359, 0.49936, 0.511689, 0.51273, 0.51273
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.3773
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.3773
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.282209
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.301374
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.317732
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.308953
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314172
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.311508
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.31282
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.314159
